title,description
[일문일답]김학범 감독 손흥민도 와일드카드 11명 후보에 있다,뛰는 손흥민(토트넘)까지 와일드카드 후보군에 들어간 것으로 밝혀졌다. 김학범 남자 올림픽축구대표팀... 손흥민부터 골키퍼까지 전 포지션에 다 들어갔다면서 다만 선정이 어려운 건 6월에 모든 선수를 모아 재평가를... 
"축구게임도 인정한 ‘월클’ 손흥민, ‘EPL 올 시즌 팀’ 15인에 포함",잉글랜드 프리미어리그 토트넘에서 뛰는 손흥민(29)이 축구 게임에서도 기량을 인정받았다. 손흥민은 30일 게임 업체 일렉트로닉아츠(EA)가 발표한 축구게임 FIFA 21 ‘EPL 올 시즌의 팀’(Team Of The Season)에서 당당하게... 
"'팀은 패했지만 개인 평가는 고공행진' 손흥민, 리즈전 6∼7점대 평점",터뜨린 손흥민(29·토트넘)이 팀이 패배했지만 6∼7점대 높은 평점을 기록했다. 영국 스카이스포츠는 8일 영국 리즈의 엘런드 로드에서 열린 리즈 유나이티드와 토트넘의 2020-2021 EPL 35라운드 경기를 마치고 손흥민에게... 
인종차별에 목소리 낸 손흥민 우리는 모두 같은 인간…부모님 자랑스러워,최근 인종차별의 피해자가 된 손흥민(28)이 목소리를 냈다. 손흥민은 5월 5일(한국시간) 토트넘 공식 SNS 채널을 통해 우리는 모두 같은 인간이라며 인종차별적인 발언을 멈춰줄 것을 호소했다. 손흥민은 부모님의... 
라멜라 황당 라보나킥…손흥민·토트넘 멘붕,"이날 손흥민은 1골을 기록하며 팀의 승리를 위해 고군분투했지만, 후반 교체 투입된 라멜라의 플레이가 비판의 대상이 되며 눈물을 삼켰다. 라멜라는 팀이 지고 있는 두 점 차로 뒤져있는 후반 42분 무리한 라보나킥을... "
"英BBC '손흥민, 리즈에 문제 야기할 것…토트넘 승리 예상'",또한 '케인과 손흥민이 리즈에게 많은 문제를 야기할 것이다. 토트넘이 승점을 얻을 것'이라고 언급했다. 손흥민은 지난 3일 열린 셰필드 유나이티드와의 34라운드에서 1골 1어시스트의 맹활약을 펼치며 4-0 대승... 
"‘월클’ 손흥민, FIFA 21 EPL 올해의 팀…시즌 전 능력치 87→94로 껑충",손흥민(29·토트넘)이 축구 게임업체가 선정한 잉글랜드 프리미어리그(EPL) 올 시즌 팀에 뽑혔다. 손흥민은 30일 게임 업체 일렉트로닉아츠(EA)가 발표한 축구게임 FIFA 21 ‘EPL 올 시즌의 팀’(Team Of The Season)에서... 
"'1골 1도움' 손흥민, EPL 34R 베스트11 선정",2년 연속 10골 10도움을 기록한 손흥민(토트넘)이 잉글랜드 프리미어리그(EPL) 34라운드 베스트 일레븐에... 달성한 손흥민은 스트라이커로 선정됐다. 손흥민은 지난 3일 토트넘 홋스퍼 스타디움서 열린 2020-2021시즌... 
"정청래 “김어준 출연료 공격, 손흥민 연봉 왜 감독보다 높으냐는 것과 같아”",‘이는 손흥민 연봉이 왜 감독보다 높으냐?’고 공격하는 것과 같고 ‘재벌총수 수입이 왜 대통령보다 높으냐?’고 엉뚱하게 잠꼬대를 하는 것과 같다”고 비판했다. 이어 “또 ‘다른 방송 진행자보다 10배가 높으냐?’... 
"몰아치기 시작된 손흥민, 토트넘 극적 4위 이끌까",‘손세이셔널’ 손흥민(토트넘)이 또 한 번의 대기록을 달성하며 팀 승리를 이끌었다. 손흥민은 3일(이하 한국시각) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드 유나이티드와의 ‘2020-21 잉글리시... 
"손흥민, 시즌 개인 최다골 타이… 2시즌 연속 10-10클럽 가입",셰필드와 경기에서 시즌 21호 골을 넣은 손흥민(왼쪽)과 해트트릭을 작성핸 가레스 베일. 사진= 연합뉴스.  잉글랜드 프리미어리그 토트넘 손흥민이 한 시즌 개인 최다골 타이기록을 세웠다. 손흥민은 3일(이하... 
"토트넘 멀어진 4위, 손흥민 이적 마음 굳힐까",챔피언스리그에 나설 수 없는 토트넘의 다음 시즌 일정은 손흥민의 거취에도 많은 영향을 미칠 전망이다. 현재 토트넘과 재계약 협상에 돌입한 손흥민은 팀 성적을 예의주시하는 상황이다. 손흥민과 같은 월드클래스... 
손흥민 셰필드전 '최다골 유니폼' 경매 나온다,홋스퍼의 손흥민이 뜻깊은 유니폼을 경매에 내놓을 예정이다. 토트넘은 가레스 베일의 해트트릭과 손흥민의 1골 1도움 활약에 힘입어 셰필드 유나이티드를 4-0 완파했으며 손흥민은 한 시즌 최다골 타이 기록... 
셰필드와 경기서 강슛 터트리는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 강슛을 하고 있다. © AFP=뉴스1
이 악물고 강슛하는 토트넘의 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 강슛을 하고 있다. © AFP=뉴스1
시즌 최다 타이 16호 골 터트리는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 한 시즌 최다 골 타이 기록인 16호 골을 터트리고 있다. © AFP=뉴스1
"'게임에서도 월클' 손흥민, FIFA 21 프리미어리그 올해의 팀 선정",토트넘의 에이스 손흥민이 축구 게임 속에서도 월드 클래스로 인정받았다. 손흥민은 FIFA 21 게임 내 프리미어리그 올해의 팀에서 선정됐다. 일렉트로닉아츠(EA)는 30일(한국시간) 공식 채널을 통해 축구 게임 FIFA 21... 
"BBC, 토트넘이 2-0 승리.. 손흥민-케인 듀오가 문제 만들 것",손흥민과 해리 케인을 앞세운 토트넘이 또 한 번 승리를 거둘 것이란 전망이 나왔다. 7일(이하 한국시간)... 이어 그는 손흥민과 케인이 리즈에 많은 문제점을 일으킬 것이고 토트넘이 포인트를 챙길 것이라며... 
"손흥민, 구단 최초 2시즌 연속 '10-10 클럽' 가입…개인 최다골도 쏜다",셰필드 유나이티드전에서 1골 1도움으로 훨훨 난 손흥민(28)이 10-10 클럽에 가입했다. 손흥민은 5월 3일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드와의 2020-21시즌 잉글리시 프리미어리그... 
"손흥민은 후보.. 케인-요리스, 제라드 상징 'PL 2인자' 베스트 11","한편 케인, 요리스와 함께 2016-2017시즌 준우승을 차지했던 손흥민은 지놀라에 밀렸다. 손흥민은 지미 플로이드 하셀바잉크, 즐라탄 이브라히모비치, 레스 퍼디난드, 마커스 래시포드, 올리비에 지루와 함께 벤치에... "
"[EPL현장전반]'손흥민 리그 17호골' 토트넘, 리즈에 1-2로 전반 끝",손흥민(토트넘)이 리그 17호골을 집어넣었다. 차범근과 어깨를 나란히 했다. 손흥민은 8일 오후(현지시각) 영국 리즈 엘라드로드에서 열리고 있는 리즈와 토트넘의 잉글랜드 프리미어리그 경기에서 전반 24분 동점골을... 
"눈물 닦아낸 손흥민, 셰필드전서 리그 16호골 도전...선발 예상",토트넘의 핵심 손흥민이 셰필드전에서 선발 출격이 예상됐다. 손흥민은 셰필드를 상대로 리그 16호 골에 도전한다. 토트넘은 3일 오전 3시 15분(한국시간) 영국 런던에 위치한 토트넘 홋스퍼 스타디움에서 열리는... 
손흥민은 빠질 수 없다 새 감독 누가 와도 언터쳐블,토트넘 홋스퍼에 어떤 지도자가 부임하더라도 손흥민의 자리는 늘 선발이다. 영국 매체 '풋볼런던'은 다음 시즌 새로운 감독이 와도 선발 자리가 불안하지 않을 5명을 꼽았다. 손흥민이 당연히 포함됐다. 이번 시즌... 
울지마! 손흥민,동료는 물론 상대팀이었던 맨체스터 시티 선수의 위로도 손흥민의 눈물을 막지 못했다. 토트넘은 26일... 손흥민은 간절히 원하던 프로 무대 첫 우승을 눈앞에서 놓치고 눈물을 쏟아냈다. 2010년 독일 함부르크에서... 
"'손흥민 리그 17호골' 英 매체, 시원한 마무리로 득점...후반에는 몇 차례 기...","손흥민이 득점포를 가동했지만, 몇 차례 기회를 놓쳤다는 아쉬운 평가를 받았다. 토트넘 홋스퍼는 8일 오후... 손흥민은 전반 24분 결실을 봤다. 델레 알리의 패스를 받아 오른발로 득점포를 가동하면서 경기를 원점으로... "
"손흥민, 두시즌 연속 '10-10' 달성",손흥민이 3일(한국시간) 토트넘 홋스퍼 스타디움에서 열린 2020-21 잉글랜드 프리미어리그(EPL) 34라운드 셰필드 유나이티드전에서 세리머니를 하고 있다. 2021.5.3/뉴스1 © AFP=뉴스1
또 무너진 토트넘... 손흥민에게 선택의 순간이 오고 있다,"한국 축구 역사 새로 쓰고 있지만, 토트넘 2010년대 이전으로 돌아갈 수도 손흥민이 리그 3연속 득점포과 함께 개인 최다골(22골) 신기록을 갈아치우며 시즌 막바지에 다시 힘을 내고 있다. 하지만 손흥민의 분전에도... "
"뮌헨-레알 관심 받았던 손흥민, 토트넘 재계약 제의에 “OK”","손흥민(29, 토트넘)이 토트넘의 재계약 제의에 동의했다는 보도가 나왔다. 영국매체 ‘프로포살’은 “토트넘은 지난해 9월부터 손흥민과의 재계약 테이블을 차렸다. 여러 달의 장고 끝에 마침내 손흥민이 ‘예스’라며... "
VAR 결과 득점 인정 못 받은 골 터트리는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 VAR 판독 결과 득점 인정 못 받은 골을 터트리고 있다. © AFP=뉴스1
고통스러운 표정으로 응급 처치 받는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기 중 쓰러져 응급 처치를 받고 있다. © AFP=뉴스1
"손흥민, 리즈전에서 시즌 22호·리그 17호 골…팀은 1-3 패배 희비 엇갈려",풀타임을 소화한 손흥민(29·토트넘)이 팀 패배 속에서도 빛났다. 손흥민은 8일(한국시간) 영국 리즈 엘런드 로드에서 열린 리즈 유나이티드와의 2020-2021 잉글랜드 프리미어리그(EPL) 35라운드 원정경기에 선발... 
김학범 감독 손흥민도 와일드카드 11명 후보에 있다,뛰는 손흥민(토트넘)까지 와일드카드 후보군에 들어간 것으로 밝혀졌다. 김학범 남자 올림픽축구대표팀... 손흥민부터 골키퍼까지 전 포지션에 다 들어갔다면서 다만 선정이 어려운 건 6월에 모든 선수를 모아... 
"손흥민, '온라인 폭력 반대' 영상에 등장...우리는 모두 같은 인간",손흥민이 구단의 캠페인에 등장했다. 손흥민은 4일(한국시각) 토트넘 홋스퍼 구단이 공개한 온라인 폭력 반대 캠페인 영상에 가장 먼저 모습을 드러냈다. 토트넘 구단은 선수들과 코칭 스태프에게 자신의 온라인... 
떠난 스승 그리워한 손흥민 모리뉴 감독은 세계 최고의 사령탑,토트넘 홋스퍼의 공격수 손흥민(29)이 최근 경질된 조제 모리뉴 감독을 돌아보며 매우 슬프다고 안타까움을 나타냈다. 영국 '팀 토크'는 5일(한국시간) 손흥민은 스승인 모리뉴 감독이 우승 트로피 없이 팀을 떠난... 
"'시즌 최다골+차붐과 타이' 손흥민, 평점 7점…팀 내 세 번째","리그 17호 골을 터뜨린 손흥민(토트넘 홋스퍼)이 팀 내 세 번째로 높은 평점을 받았다. 토트넘은 8일... 지난 사우샘프턴, 셰필드전에서 2경기 연속 득점을 올리며 좋은 흐름을 이어가던 손흥민은 이날 팀 내 유일한... "
"손흥민, 최다 21골 타이... 10-10클럽까지",잉글랜드 프로축구 토트넘 홋스퍼의 손흥민이 1골 1도움으로 소속팀 대승에 앞장섰습니다. 손흥민은 오늘 셰필드 유나이티드와의 2020-2021시즌 잉글랜드 프리미어리그 34라운드 홈 경기에서 후반 16분 팀의 두 번째... 
"[영상] 우승 좌절에 눈물흘린 손흥민, 상대편 선수들도 위로",프로 무대 통산 첫 우승 트로피의 기회를 놓친 손흥민(토트넘)이 끝내 눈물을 흘렸습니다. '콤비' 손흥민과 해리 케인이 풀타임 분전했지만 골 침묵을 지킨 토트넘이 맨체스터 시티(이하 맨시티)의 벽을 넘지 못하고... 
"[S탠바이] '리그 17호골+시즌 최다 득점 조준' 손흥민, 리즈전 선발 출격",손흥민이 리그 17호골로 시즌 최다 득점에 도전한다. 토트넘은 오는 8일 오후 8시 30분(한국시간) 영국... 손흥민은 리즈전에 선발 출격한다. 지난 라운드 셰필드 유나이티드와의 경기에서 1골 1도움으로 예열을 마쳐 이번... 
'진정한 월클' 손흥민...2시즌 연속 10G-10AS는 유럽 5대 리그 '유일',선발 출장한 손흥민은 초반부터 가벼운 몸놀림을 보여줬다. 가레스 베일의 선제골로 앞서가던 후반 4분 손흥민은 추가골을 넣었지만 VAR 판독 후 오프사이드가 선언되고 말았다. 9분 뒤 손흥민은 역습 기회를... 
"손흥민 에릭센, 함께 국가대표팀에서 뛰고 싶은 선수","손흥민이 토트넘에서 인터밀란으로 이적한 전 동료 크리스티안 에릭센과 현 팀 동료 피에르 에밀 호이비에르를 극찬했다. 손흥민은 지난 1일, 덴마크 방송 TV3 Sport와의 인터뷰에서 덴마크 국적의 두 선수 에릭센과... "
게임서도 역시 손흥민…FIFA21 EPL `올해의 팀`에 선정,잉글랜드 프로축구 프리미어리그(EPL)에서 활약 중인 손흥민(29·토트넘)이 축구 게임에서도 월드 클래스 기량을 인정받았다. 손흥민은 30일(한국시간) 게임 업체 일렉트로닉아츠(EA)가 발표한 축구게임 FIFA 21 'EPL 올... 
또다시 눈물 흘린 손흥민,경기 후 눈물을 흘리는 토트넘 손흥민. AP연합뉴스 프로 무대 통산 첫 우승 트로피의 기회를 놓친 토트넘 홋스퍼 손흥민이 끝내 눈물을 흘렸다. ‘콤비’ 손흥민과 해리 케인이 풀타임 분전했지만 골 침묵을 지킨... 
"손흥민 아쉬운 눈물…토트넘, 리그컵 준우승",→ [원문에서 영상 보기] https://news.sbs.co.kr/n/?id=N1006295883 손흥민의 토트넘이 리그컵 결승전에서 맨체스터시티에 져 준우승에 머물렀습니다. 손흥민 선수는 아쉬움에 눈물을 쏟아냈습니다. 토트넘은 부상에서 복귀한... 
손흥민도 와일드카드 후보…병역·이름값 고려 안해,"◀ 앵커 ▶ 김학범 올림픽축구대표팀 감독이 손흥민 선수도 와일드카드 후보로 고려 중이라고 밝혔습니다.... ◀ 리포트 ▶ 자카르타 아시안게임 금메달을 일궈냈던 손흥민과 황의조, 그리고 조현우. 도쿄올림픽 메달에... "
‘1골 1도움’ 손흥민 향한 호평… “2020년 SON 같았다”,김희웅 인턴기자= 손흥민(토트넘 홋스퍼)의 맹활약에 현지 매체가 엄지를 세웠다. 손흥민은 3일 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 2020/2021시즌 잉글랜드 프리미어리그 34라운드에서 셰필드 유나이티드를... 
"손흥민, 우승 좌절에 '눈물'…맨시티에 패배",손흥민 선수가 프로 무대 첫 우승 기회를 놓쳤습니다. 토트넘은 웸블리 스타디움에서 열린 맨시티와 잉글랜드풋볼리그 카라바오컵 결승전에서 0대1로 패배했습니다. 토트넘은 발목 부상에서 조기 복귀한 케인과 손흥민... 
"맨유, SNS에 손흥민 인종차별 글 남긴 팬 6명 '출입금지' 징계",맨체스터 유나이티드가 경기 후 소셜 미디어에 상대 선수였던 손흥민을 향해 인종차별적 내용의 글을 남긴 팬을 찾아내 징계했습니다. 맨유는 소셜 미디어에 토트넘의 손흥민에게 욕설해 클럽 규정을 위반한 혐의를 받는... 
2시즌 연속 10골-10도움 달성 기뻐하는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 시즌 16호 골로 한 시즌 최다 골 타이 기록을 쓰며 2시즌 연속 리그 10골-10도움 클럽 가입을 기뻐하고 있다. © AFP... 
"오른발 감아차기! '10-10 달성' 손흥민, 리그 16호골까지 성공",손흥민(토트넘 홋스퍼)이 두 시즌 연속 10-10 달성에 이어 리그 16호골까지 성공했다. 손흥민은 3일 오전 3시 15분(한국시간) 영국 런던 토트넘 홋스퍼 스타디움서 열린 2020-21시즌 잉글랜드 프리미어리그(EPL) 34라운드... 
"'폭풍 돌파+절묘한 패스' 손흥민, 두 시즌 연속 'EPL 10-10' 달성",손흥민(토트넘 홋스퍼)이 두 시즌 연속 리그 10-10을 달성했다. 손흥민은 3일 오전 3시 15분(한국시간) 영국 런던 토트넘 홋스퍼 스타디움서 열린 2020-21시즌 잉글랜드 프리미어리그(EPL) 34라운드 셰필드 유나이티드와... 
토트넘 손흥민의 17호 골 지워버린 라멜라의 '기행' 라보나킥,잉글랜드 프리미어리그 손흥민(29·토트넘 핫스퍼)이 한 시즌 최다 골 기록을 세웠지만 팀은 웃지 못했다. 손흥민은 8일(한국 시간) 영국 리즈 엘런드 로드에서 열린 2020-2021시즌 프리미어리그 35라운드 리즈... 
손흥민 한시즌 최다골... 두 시즌 연속10-10클럽 달성,"토트넘,셰필드 유나이티드에 4-0 대승 잉글랜드 프로축구 토트넘 홋스퍼의 손흥민(29)이 시즌 16호 골로... 손흥민은 이날 골로 리그 16호 골을 기록했다. 리그컵(카라바오컵) 1골, 유럽축구연맹(UEFA) 유로파리그 4골... "
시즌 최다 타이 16호 골 동료 축하받는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 한 시즌 최다 골 타이 기록인 16호 골을 터트린 뒤 동료들과 기뻐하고 있다. © AFP=뉴스1
"손흥민 1골 1도움 2시즌 연속 10-10 달성…토트넘, 셰필드에 4-0 대승","토트넘 손흥민 1골 1도움 2시즌 연속 10-10 달성…토트넘, 셰필드에 4-0 대승/사진=손흥민SNS  잉글랜드 프로축구 토트넘 홋스퍼의 손흥민(29)이 시즌 16호 골을 성공시켜 한 시즌 최다골 타이기록과 함께 2시즌 연속... "
한 시즌 최다 타이 16호 골 세리머니하는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 시즌 16호 골로 한 시즌 최다 골 타이 기록을 쓰며 2시즌 연속 리그 10골-10도움 클럽 가입을 기뻐하고 있다. © AFP... 
시즌 16호 골 동료 축하 받으며 활짝 웃는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기서 한 시즌 최다 골 타이 기록인 16호 골을 터트린 뒤 동료들과 기뻐하고 있다. © AFP=뉴스1
"'손흥민 1골1도움+베일 해트트릭' 토트넘, 셰필드전 4-0 대승…5위 도약",토트넘이 가레스 베일과 손흥민의 활약을 앞세워 기분 좋은 승리를 따냈다. 토트넘은 3일 오전 3시15분(이하... 해트트릭과 손흥민의 골로 4-0 완승을 거뒀다. 이날 승리로 승점 56점이 된 토트넘은 2계단 오른 5위로 순위를... 
"손흥민, 리즈전서 리그 17호 골…차범근 대기록과 타이+시즌 최다골 '겹경사'",손흥민(토트넘 홋스퍼)이 전설 '차붐'과 어깨를 나란히 했다. 손흥민은 8일(한국시각) 오후 8시 30분 영국 리즈의 엘런드 로드에서 열린 2020-2021 잉글랜드 프리미어리그(PL) 리즈 유나이티드와 25라운드 원정경기에... 
손흥민 에릭센과 대표팀에서 함께 활약하면 좋았을 것,덴마크 현지 언론이 자국을 대표하는 미드필더와 함께 활약하는 손흥민을 주목했다. 덴마크 매체 볼드는 2일(한국시간) 에릭센과 호이비에르에 대한 손흥민의 인터뷰 내용을 소개했다. 지난 2015-16시즌부터... 
"英매체 “1골1도움 손흥민, 2020년 모습에 훨씬 가까웠다”","리그 두 경기 연속골을 쏘아올린 손흥민(29, 토트넘)이 자신을 향한 비판을 잠재웠다. 손흥민은 3일(한국시간) 오전 3시 15분 토트넘 핫스퍼 스타디움에서 열린 2020-2021 잉글리시 프리미어리그(EPL) 34라운드 셰필드... "
"손흥민, 두 시즌 연속 ‘10-10’ 달성…차범근 대기록까지 ‘-1골’",손흥민(토트넘)이 두 시즌 연속 두 자릿수 득점과 두 자릿수 도움을 달성했다. 손흥민은 3일(한국시간) 영국 런던의 토트넘 홋스퍼 스타디움에서 열린 셰필드 유나이티드와의 2020-2021시즌 잉글랜드... 
"손흥민, 1도움에 환상 감아차기 16호골… 토트넘, 셰필드에 4-0 완승",토트넘 홋스퍼(잉글랜드)의 손흥민이 리그 10호 도움을 기록하며 2시즌 연속 두 자릿수 득점과 두 자릿수 도움을 기록하는 10-10클럽에 가입했다. 손흥민은 환상적인 감아차기로 시즌 16호골까지 성공하며 팀의 대승을... 
경기 전 해리 케인과 워밍업하는 손흥민,손흥민이 2일(현지시간) 런던의 토트넘 홋스퍼 스타디움에서 열린 EPL 셰필드 유나이티드와 경기 전에 해리 케인과 워밍업을 하고 있다. © AFP=뉴스1
손흥민 연봉 꺼낸 정청래 김어준 출연료 안 높으면 이상한 것···교통방송...,아울러 정 의원은 그의 출연료가 TBS 사장보다 높다고 유체이탈 화법으로 공격한다며 이는 손흥민 연봉이 왜 감독보다 높냐고 공격하는 것과 같고 재벌총수 수입이 왜 대통령보다 높냐고 엉뚱하게 잠꼬대를 하는 것과... 
"맨유, 손흥민 '인종차별' 팬에 경기장 '출입금지' 징계",(맨유)가 손흥민(토트넘)의 소셜미디어에 인종차별 발언을 한 팬을 징계했다. 맨유는 지난달 30일(현지시간) 지난 4월11일 토트넘과 경기 후 소셜미디어에서 손흥민에게 인종차별 발언을 한 팬 6명에게 경기장 출입 금지... 
"손흥민-케인 거취, 토트넘 차기 감독 선임에 큰 영향...EPL 출신 주장"," 신동훈 기자= 손흥민(28), 해리 케인(27)의 토트넘 훗스퍼 잔류 여부는 앞으로 감독을 선임할 때 중요한... 요소로 손흥민, 케인의 거취를 꼽았다. 밀스는 토트넘이 감독을 데려오는 것에 난항을 겪는 이유는 팀의 핵심인... "
손흥민 1골·1도움…두 시즌 연속 '10-10 클럽' 가입｜아침&amp; 지금,토트넘 손흥민 선수의 골 소식이 오늘(3일) 아침에도 있습니다. 보도국 연결해서 알아보겠습니다. 박지윤... 후반 31분 손흥민이 1골을 추가했습니다. 이번 골로 토트넘이 4대 0으로 이겼습니다. 앞서 후반 15분 손흥민이... 
"'1골 1도움' 손흥민, EPL 공식 주간 베스트11 선정",이끈 손흥민(29)이 프리미어리그(EPL) 공식 주간 베스트11에 이름을 올렸다. EPL 사무국이 5일(이하 한국시간) 홈페이지와 SNS를 통해 공개한 '앨런 시어러의 이주의 팀'에서 손흥민은 4-3-3 포메이션의 왼쪽 공격수로... 
"토트넘 팬 사이트, 손흥민, 훌륭한 마무리...추격에 집중했지만, 어려움 겪었...",손흥민의 리그 17호골에 토트넘 홋스퍼 팬들도 박수를 보냈다. 토트넘은 8일 오후 8시 30분(한국시간) 영국... 손흥민은 전반 24분 결실을 봤다. 델레 알리의 패스를 받아 오른발로 득점포를 가동하면서 경기를 원점으로... 
교체 들어와 '무쌍(?)' 찍으며 사실상 손흥민 챔스 탈락시킨 어제(8일)자 라멜...,손흥민을 다음 시즌 챔피언스 리그에서 볼 가능성은 사실상 없어졌다.지난 8일(한국 시간) 토트넘은 영국... 이날 손흥민은 멋진 동점골을 넣으며 활약했지만 팀 패배로 빛이 바랬다.BT SPORT 팀 전체적으로 아쉬운... 
"'1골 1도움' 손흥민, 이주의 팀 선정...토트넘만 '3명' (후스코어드)",이끈 손흥민이 '후스코어드닷컴'에서 선정한 프리미어리그 이주의 팀에 이름을 올렸다. 축구 통계 매체 '후스코어드닷컴'은 4일(현지시간) 공식 채널을 통해 2020-21시즌 프리미어리그 이주의 팀을 선정했다. 손흥민은... 
손흥민 16호날 ‘해트트릭에 19호골+팀 우승’ 亞 공격수는?,"손흥민(토트넘)이 리그 16호 골을 넣은 날, 해트트릭을 달성하며 유럽에서 19호 골까지 넣은 아시아... 아즈문은 ‘이란 축구의 손흥민’으로 꼽힌다. 현재 이란 대표팀을 대표하는 최고 공격수로 주가를 높이고 있다.... "
"손흥민, ‘한 시즌 최다골’ 초읽기… 셰필드 잡고 상위권 도약 노린다",프로 데뷔 첫 우승에 도전했다 아쉽게 실패한 손흥민(29·토트넘)이 최하위 셰필드 유나이티드를 상대로... 손흥민은 지난달 22일 사우샘프턴과 경기에서 페널티킥으로 리그 15호골을 기록해 한 시즌 정규리그... 
"김근식, 김어준과 유재석·손흥민 빗댄 정청래 직격…“골대 옮기기 궤변”","정청래 의원이 김어준을 방송인 유재석과 축구선수 손흥민에 비유하자, 이를 반박한 것이다. 3일 김근식 교수는 자신의 페이스북에 글을 올려 김어준 출연료를 유재석 손흥민의 경우와 비교해 정당화하는 건, 전형적인... "
우승 좌절에 주저앉아 서럽게 운 손흥민 (영상),손흥민이 또다시 우승컵을 눈앞에서 놓치자 끝내 눈물을 흘렸다. 손흥민은 한국시각으로 26일 영국 런던의 웸블리 스타디움에서 열린 맨체스터 시티와의 카라비오컵(리그컵) 결승전에 선발 출전해 풀타임을 소화했다.... 
[교육소식]강원진로교육원 손흥민 존 등,"강원진로교육원은 교육원 1층에 '손흥민 존(ZONE)'을 마련했다고 27일 밝혔다. 손흥민 존은 '꿈을 만든 시간들'이라는 주제 아래 '하루 1000번의 슈팅', '분데스리가 손흥민 존', '프리미어리거-정상', '국가대표 손흥민' 등... "
"[토트넘, 리즈전 선발 명단] 손흥민 출격, 케인-베일-알리와 호흡",손흥민이 리즈 유나이티드전에 선발 출격해 시즌 22번째 골을 노린다. 토트넘은 8일 오후 8시 30분... 사진=토트넘 홋스퍼 SNS 앞서 셰필드 유나이티드와 34라운드에서 1골 1도움 활약을 펼쳤던 손흥민이 선발로 나선다.... 
"'1골 1도움' 손흥민, EPL 공식 주간 베스트11 선정",프리미어리그(EPL) 사무국이 5일(한국시간) 홈페이지와 SNS를 통해 공개한 '앨런 시어러의 이주의 팀'에서 손흥민은 4-3-3 포메이션의 왼쪽 공격수로 이름을 올렸다. 사진은 시어러가 뽑은 EPL 34라운드 베스트... 
"'답답' 손흥민, 토트넘, 지금 보다 더 높은 순위에 있어야!",손흥민은 30일(이하 한국시간) 스카이스포츠에 게재된 인터뷰서 경기장 그리고 훈련장 등 어느 곳에서나... 손흥민의 인터뷰를 짧게 게재됐다. 45초 가량의 인터뷰에서 손흥민은 어두운 얼굴을 보였다. 지난 26일 열린... 
우승팀 선수들이 손흥민에게 왔다,프로 무대 첫 우승의 문턱을 넘지 못한 손흥민(29·토트넘)이 그라운드에 주저앉아 뜨거운 눈물을 흘렸다.... 손흥민은 단짝 해리 케인과 함께 선발로 나서 풀타임을 뛰었지만 공격포인트를 올리지 못했다. 토트넘은... 
"[리뷰] '손흥민 최다골+차붐과 타이' 토트넘, 리즈에 1-3으로 져 UCL 티켓 먹...",토트넘홋스퍼(승점 56)가 손흥민의 득점에도 리즈유나이티드에 져 2021-2022 유럽축구연맹 챔피언스리그(UCL)... 전반 25분 손흥민이 1-1 만회골을 넣었지만 수비가 무너지며 3골이나 내줬다. 토트넘은 4-2-3-1... 
또 ‘눈물’ 손흥민…안타까운 준우승의 역사,잉글랜드 프리미어리그(EPL) 토트넘 홋스퍼의 손흥민(29)이 또 다시 우승 문턱에서 좌절했다. 좋은 관계를 유지했던 주제 무리뉴 감독이 경질되는 흉흉한 팀 분위기 속에서 손흥민은 프로 12년 만의 첫 우승에... 
"[속보] 토트넘 손흥민, 한 시즌 리그 최다골 달성",유나이티드와 토트넘 홋스퍼의 경기가 8일 오후 8시 30분(한국시간) 영국 리즈에 위치한 앨런 로드에서 열렸다. 전반 23분 손흥민(29)이 동점 골에 성공했다. 리그 17호 골로 한 시즌 리그 최다골을 경신했다.
